rating,date_published,user,is_user,platform,game_id
7,2016-10-31,T2WEAnJBGyuAczxFjY0o,910,Wii,25103
6,2016-11-03,tCemAUVLl,911,Wii,25103
6,2016-11-08,a5tUShn,912,Wii,25103
6,2016-11-14,VgZ17o6oI,913,Wii,25103
6,2016-11-19,45ktiuutozg2,914,Wii,25103
6,2016-11-19,M0INQrtybLq92Fp7P9T,915,Wii,25103
7,2016-11-27,E4XarzhK3uZ8BaK4,916,Wii,25103
6,2016-12-01,C4gZbeKYeoRDs3,917,Wii,25103
6,2016-12-01,eFsIPfIyMPI,918,Wii,25103
8,2016-12-07,enhBp9,919,Wii,25103
8,2016-12-07,lCBLqNvfxdmFmh9Q,920,Wii,25103
8,2016-12-12,rLcQRW,921,Wii,25103
7,2016-12-21,sxEpsnTBsRoTw,922,Wii,25103
8,2016-12-20,YBgTf7IcNWM1ptwuMq,923,Wii,25103
8,2016-12-24,UUgoHjHdlUMf,924,Wii,25103
7,2017-01-01,0exd21VvLmPgjAK,925,Wii,25103
7,2017-01-03,hBPdnGqcEB,926,Wii,25103
6,2017-01-06,WRYor0eMsUVMD,927,Wii,25103
8,2017-01-08,CMgTHfYDdeBr1fbUIR,928,Wii,25103
7,2017-01-13,dLppDq8,929,Wii,25103
7,2017-01-19,UXHihE4YLZCq,930,Wii,25103
8,2017-01-20,ECSQyMDyvGxgXYQ2zTD4,931,Wii,25103
8,2017-01-23,xk6xGCGahTW0wm,932,Wii,25103
6,2017-01-29,0DV5PHqmaOzf0,933,Wii,25103
6,2017-02-03,6GXyR4NzvoLy,934,Wii,25103
8,2017-02-09,TapnBgOjECSIM3D1,935,Wii,25103
8,2017-02-11,xfD71mAdi,936,Wii,25103
7,2017-02-13,hsz2E,937,Wii,25103
8,2017-02-21,eLLwhtguZcMJB,938,Wii,25103
8,2017-02-23,QwrcmYMpk,939,Wii,25103
8,2017-02-25,BbT9Dq,940,Wii,25103
7,2017-03-02,DE5bk9,941,Wii,25103
6,2017-03-09,UmwtfmVI,942,Wii,25103
7,2017-03-12,FMcqmh,943,Wii,25103
8,2017-03-14,WEAP3zMsQm4i,944,Wii,25103
6,2017-03-19,XnDmN,945,Wii,25103
6,2017-03-24,FJ9zppqI61j4zqK4k2bA,946,Wii,25103
6,2017-03-23,43aIOI,947,Wii,25103
8,2017-03-26,o2pEErVVu1,948,Wii,25103
8,2017-03-30,jUMeCPnQ8VcVzX,949,Wii,25103
7,2017-04-08,b9LAOFqXrdu,950,Wii,25103
7,2017-04-06,yqDVuZmZBH9UMs,951,Wii,25103
7,2017-04-15,rh3ZM6Cigs1NTupA5ZUM,952,Wii,25103
7,2017-04-17,a3b0AUPl89TUy,953,Wii,25103
6,2017-04-21,7VWeDoQzqChot,954,Wii,25103
6,2017-04-28,Obokq5c39CkiRKmYLrUY,955,Wii,25103
7,2017-05-02,DIY49BVreKB7ARaFX,956,Wii,25103
7,2017-05-06,jjnKypcxB,957,Wii,25103
7,2017-05-10,xjinv69A,958,Wii,25103
6,2017-05-11,svZ89ZrvotCP32pc3,959,Wii,25103
6,2017-05-14,kurEYkUbiRkV646dosdL,960,Wii,25103
6,2017-05-18,8kRPl,961,Wii,25103
6,2017-05-19,AJSs43rUYUDMeVHIEHIX,962,Wii,25103
7,2017-05-24,HHSzfITny5m,963,Wii,25103
7,2017-06-01,FDxYeYZ5n,964,Wii,25103
7,2017-06-03,KNOIPvhri,965,Wii,25103
6,2017-06-05,z9MYwnK48R5zFsrLIR,966,Wii,25103
7,2017-06-10,VP9Lmiqdms,967,Wii,25103
7,2017-06-12,v7MNb3vD,968,Wii,25103
6,2017-06-18,qG8qtRI,969,Wii,25103
7,2017-06-19,87r6FI7f,970,Wii,25103
6,2017-06-26,6HInOdrerQp91aqjikn,971,Wii,25103
6,2017-06-30,4GWb1x6v4xxv2KE,972,Wii,25103
6,2017-07-06,tD5Omd5rvNPbSqxFRJ,973,Wii,25103
7,2017-07-08,YBIW7CD7iDn5ayAK2,974,Wii,25103
6,2017-07-10,MYJ4CJiT1,975,Wii,25103
6,2017-07-18,Rxjk0oecpphjg9ZLzKlg,976,Wii,25103
6,2017-07-20,gpT23PUu,977,Wii,25103
6,2017-07-24,e6qEL0kPpQqDQhfCLc2P,978,Wii,25103
6,2017-07-26,ahlO37i,979,Wii,25103
6,2017-07-29,didOAZ9,980,Wii,25103
6,2017-08-01,J5XWDmI3L3BBhFCua,981,Wii,25103
7,2017-08-09,diqbEei8RRttcZAXVD1,982,Wii,25103
7,2017-08-15,Yz41RUpUDKkFWPhZW,983,Wii,25103
6,2017-08-15,XCnjJ,984,Wii,25103
6,2017-08-18,JPsm0YmmIvcgolUycGNl,985,Wii,25103
6,2017-08-21,M44vJ8UoELDN,986,Wii,25103
6,2017-08-28,IyL916,987,Wii,25103
7,2017-08-28,6VRQp7fC4Eh60UIko1bP,988,Wii,25103
7,2017-09-03,cq2z42h6o4uXR5Mp,989,Wii,25103
7,2017-09-06,LNTdY,990,Wii,25103
6,2017-09-11,4Q7hNe9AjwRUUn36,991,Wii,25103
6,2017-09-13,bdhc0W55FONTF,992,Wii,25103
6,2017-09-22,mcGmDJ89cnKEAtmhlnF,993,Wii,25103
6,2017-09-21,iahC6Y,994,Wii,25103
6,2017-10-01,EpwSNosQrJP,995,Wii,25103
6,2017-10-04,F22fHmbo5ZYn,996,Wii,25103
6,2017-10-04,E1BL1Vbwe6KHVmT2EY4,997,Wii,25103
7,2017-10-06,IqYAYN,998,Wii,25103
7,2017-10-14,pJXUouUr27rd9,999,Wii,25103
7,2017-10-18,dGUiBF,1000,Wii,25103
6,2017-10-18,FXJqyNDrG6Xfdaz6,1001,Wii,25103
6,2017-10-23,KG5O9mqT5gO1aSYFfXs,1002,Wii,25103
6,2017-10-30,f5vG8P,1003,Wii,25103
6,2017-11-05,ECFq0mp9K,1004,Wii,25103
7,2017-11-02,YzqYzGkzJ5w,1005,Wii,25103
6,2017-11-09,RSK9HymStJnNSD0U,1006,Wii,25103
7,2017-11-10,JwD8vYtK,1007,Wii,25103
6,2017-11-14,jeuWk,1008,Wii,25103
6,2017-11-18,j2JZU1wd28vk9m,1009,Wii,25103
7,2017-11-22,hdHQGTrIxDMEuHxc54nB,1010,Wii,25103
7,2017-11-30,2yvgL7hIF6PHsU6vq4F,1011,Wii,25103
7,2017-12-03,FRlZ8NERM2cFI,1012,Wii,25103
6,2017-12-05,J1zbLANkuaswW,1013,Wii,25103
7,2017-12-13,CLhyrafKIBalS,1014,Wii,25103
6,2017-12-17,eWKDRwwsq,1015,Wii,25103
6,2017-12-21,mtduHI7Uvz0hdDjz3fa,1016,Wii,25103
6,2017-12-20,HkjvBbYEQsNmhfmd,1017,Wii,25103
7,2017-12-23,zem1Xwu,1018,Wii,25103
7,2017-12-27,QYEAo2ry,1019,Wii,25103
6,2018-01-01,oHzdFE8kRDZ8Y,1020,Wii,25103
6,2018-01-08,PI1Z3,1021,Wii,25103
6,2018-01-11,84micAHAr8Z50dMoIa8X,1022,Wii,25103
7,2018-01-11,L5bWdur8L6hDfgpVr5fy,1023,Wii,25103
6,2018-01-18,s5t0InwoGMj,1024,Wii,25103
6,2018-01-24,TxFxzRBHM0cDS6gDqdMO,1025,Wii,25103
7,2018-01-28,Yg0XBjmK3xy,1026,Wii,25103
7,2018-01-27,pJjTTb3xfTk,1027,Wii,25103
7,2018-02-01,D0AgUTf7fLZ0,1028,Wii,25103
7,2018-02-07,fHjF8UFDFPXdHJS,1029,Wii,25103
6,2018-02-10,UgdFI4N8FMx,1030,Wii,25103
7,2018-02-15,iuPKdWWPn9VvyXPzl8pg,1031,Wii,25103
6,2018-02-18,z2X1WUYwxP2,1032,Wii,25103
6,2018-02-20,6FKxM4Bv2PZ,1033,Wii,25103
7,2018-02-26,1cVWGY2wrlMWnzB26jrh,1034,Wii,25103
7,2018-03-05,IE1YiibwrJmjYjboU7id,1035,Wii,25103
7,2018-03-04,WcXJeduSK5JAMo,1036,Wii,25103
6,2018-03-10,kHRvmNrfgDYC,1037,Wii,25103
7,2018-03-13,b7t4YwJMMnP8I02eZ8,1038,Wii,25103
7,2018-03-20,3Cmiir48infRm,1039,Wii,25103
6,2018-03-19,wr08UYvxMjm,1040,Wii,25103
6,2018-03-26,OdOeJr8Jxo1rojr8,1041,Wii,25103
7,2018-04-01,RtMoLNWxVVSCBh,1042,Wii,25103
7,2018-04-04,tcurM8pa3yUkblDyTa,1043,Wii,25103
7,2018-04-07,HdwTmIAtJjNd,1044,Wii,25103
7,2018-04-10,YJ7aqfvN7XmHrfk,1045,Wii,25103
7,2018-04-16,TnUlbxFQytOTarZq,1046,Wii,25103
7,2018-04-17,BHcJBDwbiAmdA,1047,Wii,25103
6,2018-04-20,FURr5tVUn,1048,Wii,25103
6,2018-04-27,ZhYukY5qUNd,1049,Wii,25103
6,2018-04-26,5zSALGWtltxOqxmjIB,1050,Wii,25103
6,2018-05-01,YfuFITh10,1051,Wii,25103
7,2018-05-08,DY8d0FCyS12Gzv5mrSah,1052,Wii,25103
6,2018-05-12,U1lek7bXW,1053,Wii,25103
7,2018-05-15,kVpY6Pa,1054,Wii,25103
7,2018-05-17,sYn2Dne4nK7eCw,1055,Wii,25103
6,2018-05-20,aVM9gt9D0JQl0tpo7I,1056,Wii,25103
6,2018-05-26,k1xCg,1057,Wii,25103
6,2018-05-29,OMtDceIh03j,1058,Wii,25103
6,2018-06-04,6FmiOon3c,1059,Wii,25103
6,2018-06-09,HRQJrpIVJUB1hLiR,1060,Wii,25103
6,2018-06-08,QvrhfpMwFNyhqA,1061,Wii,25103
6,2018-06-14,GEKcT,1062,Wii,25103
7,2018-06-21,zp9MIwuUW1ctHs,1063,Wii,25103
7,2018-06-21,jiICjsT9OYeyCYKE28,1064,Wii,25103
7,2018-06-30,o8iIQ,1065,Wii,25103
6,2018-06-29,QEAstBHwYCY,1066,Wii,25103
7,2018-07-06,imTG19Tl7yizgoiNBxz,1067,Wii,25103
6,2018-07-10,9IUTAOA0TnMQRfWYeC2,1068,Wii,25103
7,2018-07-12,HyKMLQ,1069,Wii,25103
6,2018-07-15,GvOURYEfzVHv,1070,Wii,25103
7,2018-07-22,FISUaP7yY,1071,Wii,25103
7,2018-07-26,U9HDZScDeBShX,1072,Wii,25103
7,2018-07-26,kbs1WbiZfrigbLwO,1073,Wii,25103
7,2018-08-04,fbzGZ,1074,Wii,25103
7,2018-08-04,9k710JUmTK0Zq,1075,Wii,25103
6,2018-08-05,qZzUi1diJjiuUBXAcoGU,1076,Wii,25103
7,2018-08-13,8thVCGOilalSRLeTxt,1077,Wii,25103
7,2018-08-19,2gCsAcEbQ0FkA8rifR6N,1078,Wii,25103
7,2018-08-23,QKSK8gajldCLzKhBWj1Q,1079,Wii,25103
7,2018-08-26,HPx8grdxxArWXw0,1080,Wii,25103
6,2018-08-31,PKeOhYQKpAOAl,1081,Wii,25103
7,2018-09-01,7Xz3WFtyK,1082,Wii,25103
7,2018-09-07,V2mXdRUZqZUbOYuB,1083,Wii,25103
7,2018-09-10,KOctBlgbE96wHs,1084,Wii,25103
7,2018-09-15,bN1GcQ,1085,Wii,25103
7,2018-09-14,jfUuA49FrwXkc5yO,1086,Wii,25103
7,2018-09-19,g883QSsNd2Lej0f3E,1087,Wii,25103
7,2018-09-25,9oxUGomjsT33YVm5j6S,1088,Wii,25103
7,2018-09-27,VEu371jgbq,1089,Wii,25103
7,2018-10-03,ROVjOEYST,1090,Wii,25103
7,2018-10-04,BXvFB9kXT8j4SWkXqdK,1091,Wii,25103
7,2018-10-08,JQtl64nry1tG,1092,Wii,25103
7,2018-10-12,0RKo4we,1093,Wii,25103
7,2018-10-18,DMRyOS2l6hzCnni,1094,Wii,25103
7,2018-10-20,IBw6h3grh,1095,Wii,25103
7,2018-10-26,1cGRgFAVHE,1096,Wii,25103
7,2018-10-26,EfW3etsT,1097,Wii,25103
7,2018-10-31,31w20oXf79,1098,Wii,25103
7,2018-11-03,Cjpv1Fq6CFn,1099,Wii,25103
7,2018-11-09,nBQdHsryysCwyHJOm,1100,Wii,25103
7,2018-11-14,JKP5fGtibCNp,1101,Wii,25103
7,2018-11-20,P02pp0dsEWU4Py1JRtrp,1102,Wii,25103
7,2018-11-22,oCo5jiX,1103,Wii,25103
7,2018-11-24,kshkTD4dCBz6v442G6Qn,1104,Wii,25103
7,2018-12-02,4KSOhuXKIXtd,1105,Wii,25103
7,2018-12-03,HMFHA6CR6J,1106,Wii,25103
7,2018-12-06,BKpyEfy3Th,1107,Wii,25103
7,2018-12-09,SSnKJZW7wvgPG9PX,1108,Wii,25103
7,2018-12-13,g5eBQQ3ZjsMpv7BKSNy,1109,Wii,25103
7,2018-12-16,L9wJj3L8f7n0po6xv6Xb,1110,Wii,25103
7,2018-12-22,l63kx9Pl5g,1111,Wii,25103
7,2018-12-26,36k1XeFCTXDp0KQ,1112,Wii,25103
7,2018-12-29,twItgBortFnX,1113,Wii,25103
7,2019-01-02,c605HpngFE,1114,Wii,25103
7,2019-01-06,qNCEwCv0vFQaG2,1115,Wii,25103
7,2019-01-14,51wkDsYLWGYH3q94Yv,1116,Wii,25103
7,2019-01-17,ZRAVo1n72DTagnrx,1117,Wii,25103
7,2019-01-22,iOBLq0,1118,Wii,25103
7,2019-01-20,KPXMR,1119,Wii,25103
7,2019-01-24,ROvkKeY,1120,Wii,25103
